2020-03-05	2
2020-03-06	1
2020-03-07	3
2020-03-08	5
2020-03-09	9
2020-03-10	15
2020-03-11	8
2020-03-12	10
2020-03-13	10
2020-03-14	11
2020-03-15	10
2020-03-16	14
2020-03-17	20
2020-03-18	25
2020-03-19	27
2020-03-20	58
2020-03-21	78
2020-03-22	69
2020-03-23	94
2020-03-24	74
2020-03-25	86
2020-03-26	73
2020-03-27	153
2020-03-28	136
2020-03-29	120
2020-03-30	187
2020-03-31	309
2020-04-01	424
2020-04-02	486
2020-04-03	560
2020-04-04	579
2020-04-05	609
2020-04-06	484
2020-04-07	573
2020-04-08	565
2020-04-09	813
2020-04-10	871
2020-04-11	854
2020-04-12	758
2020-04-13	1243
2020-04-14	1031
2020-04-15	886
2020-04-16	1061
2020-04-17	922
2020-04-18	1371
2020-04-19	1580
2020-04-20	1239
2020-04-21	1537
2020-04-22	1292
2020-04-23	1667
2020-04-24	1408
2020-04-25	1835
2020-04-26	1607
2020-04-27	1568
2020-04-28	1902
2020-04-29	1705
2020-04-30	1801
2020-05-01	2396
2020-05-02	2564
2020-05-03	2952
2020-05-04	3656
2020-05-05	2971
2020-05-06	3602
2020-05-07	3344
2020-05-08	3339
2020-05-09	3175
2020-05-10	4311
2020-05-11	3592
2020-05-12	3562
2020-05-13	3726
2020-05-14	3991
2020-05-15	3808
2020-05-16	4794
2020-05-17	5049
2020-05-18	4628
2020-05-19	6154
2020-05-20	5720
2020-05-21	6023
2020-05-22	6536
2020-05-23	6667
2020-05-24	7111
2020-05-25	6414
2020-05-26	5907
2020-05-27	7246
2020-05-28	7254
2020-05-29	8138
2020-05-30	8364
2020-05-31	8789
2020-06-01	7723
2020-06-02	8812
2020-06-03	9689
2020-06-04	9847
2020-06-05	9472
2020-06-06	10408
2020-06-07	10882
2020-06-08	8536
2020-06-09	9981
2020-06-10	11156
2020-06-11	11135
2020-06-12	11306
2020-06-13	12039
2020-06-14	11405
2020-06-15	10032
2020-06-16	11086
2020-06-17	13108
2020-06-18	13829
2020-06-19	14740
2020-06-20	15918
2020-06-21	15151
2020-06-22	13560
2020-06-23	15656
2020-06-24	16868
2020-06-25	18205
2020-06-26	18255
2020-06-27	20142
2020-06-28	19610
2020-06-29	18339
2020-06-30	18256
2020-07-01	19429
2020-07-02	21947
2020-07-03	22718
2020-07-04	24018
2020-07-05	23942
2020-07-06	22500
2020-07-07	23147
2020-07-08	25561
2020-07-09	25790
2020-07-10	27762
2020-07-11	27757
2020-07-12	29106
2020-07-13	28178
2020-07-14	29917
2020-07-15	32607
2020-07-16	35468
2020-07-17	34820
2020-07-18	37411
2020-07-19	40235
2020-07-20	36806
2020-07-21	39170
2020-07-22	45601
2020-07-23	48443
2020-07-24	48888
2020-07-25	50072
2020-07-26	48932
2020-07-27	46484
2020-07-28	49631
2020-07-29	52479
2020-07-30	54968
2020-07-31	57486
2020-08-01	55117
2020-08-02	52672
2020-08-03	50488
2020-08-04	51282
2020-08-05	56626
2020-08-06	62170
2020-08-07	61455
2020-08-08	65156
2020-08-09	62117
2020-08-10	53016
2020-08-11	61252
2020-08-12	67066
2020-08-13	64141
2020-08-14	65610
2020-08-15	63986
2020-08-16	58096
2020-08-17	54298
2020-08-18	65024
2020-08-19	69196
2020-08-20	68518
2020-08-21	69029
2020-08-22	70067
2020-08-23	61749
2020-08-24	59696
2020-08-25	66873
2020-08-26	75995
2020-08-27	76827
2020-08-28	76657
2020-08-29	78479
2020-08-30	79461
2020-08-31	68766
2020-09-01	78168
2020-09-02	82860
2020-09-03	84156
2020-09-04	87115
2020-09-05	90600
2020-09-06	91725
2020-09-07	75015
2020-09-08	89855
2020-09-09	95536
2020-09-10	96762
2020-09-11	97655
2020-09-12	94414
2020-09-13	93220
2020-09-14	81913
2020-09-15	91098
2020-09-16	97860
2020-09-17	96787
2020-09-18	92973
2020-09-19	92574
2020-09-20	87395
2020-09-21	74493
2020-09-22	83362
2020-09-23	86703
2020-09-24	85921
2020-09-25	85717
2020-09-26	88759
2020-09-27	82770
2020-09-28	69669
2020-09-29	80500
2020-09-30	86748
2020-10-01	81784
2020-10-02	79883
2020-10-03	75479
2020-10-04	74770
2020-10-05	60130
2020-10-06	71869
2020-10-07	78809
2020-10-08	70797
2020-10-09	73305
