2020-09-23	613
2020-09-24	542
2020-09-25	463
2020-09-26	280
2020-09-27	382
2020-09-28	437
2020-09-29	723
2020-09-30	605
2020-10-01	705
2020-10-02	605
2020-10-03	300
2020-10-04	335
2020-10-05	766
2020-10-06	571
2020-10-07	542
2020-10-08	525
2020-10-09	524
2020-10-10	314
2020-10-11	281
2020-10-12	515
2020-10-13	588
2020-10-14	583
2020-10-15	605
2020-10-16	503
2020-10-17	366
2020-10-18	412
2020-10-19	626
2020-10-20	601
2020-10-21	653
2020-10-22	759
2020-10-23	601
2020-10-24	386
2020-10-25	362
2020-10-26	695
2020-10-27	742
2020-10-28	783
2020-10-29	621
2020-10-30	654
2020-10-31	403
2020-11-01	501
2020-11-02	953
2020-11-03	903
2020-11-04	1113
2020-11-05	1139
2020-11-06	1037
2020-11-07	845
2020-11-08	788
2020-11-09	1546
2020-11-10	1599
2020-11-11	1541
2020-11-12	1501
2020-11-13	1494
2020-11-14	1026
2020-11-15	896
2020-11-16	1832
2020-11-17	1730
2020-11-18	1753
2020-11-19	1857
2020-11-20	1773
2020-11-21	1290
2020-11-22	1148
2020-11-23	2318
2020-11-24	2073
2020-11-25	2370
2020-11-26	817
2020-11-27	2298
2020-11-28	1835
2020-11-29	1881
2020-11-30	2893
2020-12-01	3299
2020-12-02	3129
2020-12-03	2939
2020-12-04	2816
2020-12-05	1887
2020-12-06	1756
2020-12-07	3302
2020-12-08	3059
2020-12-09	3106
2020-12-10	3149
2020-12-11	2979
2020-12-12	2206
2020-12-13	2176
2020-12-14	3578
2020-12-15	3681
2020-12-16	2787
2020-12-17	1925
2020-12-18	3427
2020-12-19	2556
2020-12-20	2346
2020-12-21	4337
2020-12-22	4100
2020-12-23	3844
2020-12-24	3015
2020-12-25	1045
2020-12-26	3456
2020-12-27	2888
2020-12-28	5391
2020-12-29	5205
2020-12-30	4985
2020-12-31	3393
2021-01-01	1340
2021-01-02	4202
2021-01-03	3465
2021-01-04	6604
2021-01-05	6154
2021-01-06	5684
2021-01-07	5445
2021-01-08	5296
2021-01-09	3690
2021-01-10	3199
2021-01-11	5915
2021-01-12	5235
2021-01-13	5176
2021-01-14	5259
2021-01-15	4845
2021-01-16	3478
2021-01-17	2921
2021-01-18	4642
2021-01-19	5140
2021-01-20	4908
2021-01-21	4938
2021-01-22	4712
2021-01-23	3275
2021-01-24	2854
2021-01-25	5663
2021-01-26	4699
2021-01-27	4781
2021-01-28	4677
2021-01-29	3669
2021-01-30	2870
2021-01-31	2894
2021-02-01	975
2021-02-02	2660
2021-02-03	5145
2021-02-04	4853
2021-02-05	4158
2021-02-06	3080
2021-02-07	1646
2021-02-08	4432
2021-02-09	3732
2021-02-10	3778
2021-02-11	3410
2021-02-12	3314
2021-02-13	2205
2021-02-14	1896
2021-02-15	2860
2021-02-16	3724
2021-02-17	3438
2021-02-18	2048
2021-02-19	3019
2021-02-20	2494
2021-02-21	2285
2021-02-22	3613
2021-02-23	3472
2021-02-24	3464
2021-02-25	3483
2021-02-26	3240
2021-02-27	2017
2021-02-28	2038
2021-03-01	3726
2021-03-02	3110
2021-03-03	3242
2021-03-04	3122
2021-03-05	2888
2021-03-06	2043
2021-03-07	1875
2021-03-08	3401
2021-03-09	3342
2021-03-10	3201
2021-03-11	3106
2021-03-12	3203
2021-03-13	2176
2021-03-14	1924
2021-03-15	3392
2021-03-16	3196
2021-03-17	3173
2021-03-18	2918
2021-03-19	3049
2021-03-20	2159
2021-03-21	2089
2021-03-22	3881
2021-03-23	3249
2021-03-24	3454
2021-03-25	3798
2021-03-26	3416
2021-03-27	2223
2021-03-28	1752
2021-03-29	3557
2021-03-30	3188
2021-03-31	3186
2021-04-01	2865
2021-04-02	2618
2021-04-03	2051
2021-04-04	1467
2021-04-05	3270
2021-04-06	3002
2021-04-07	2762
2021-04-08	2574
2021-04-09	2468
2021-04-10	1723
2021-04-11	1315
2021-04-12	2533
2021-04-13	2363
2021-04-14	2241
2021-04-15	2016
2021-04-16	1834
2021-04-17	1275
2021-04-18	1056
2021-04-19	1882
2021-04-20	1604
2021-04-21	1416
2021-04-22	1360
2021-04-23	1288
2021-04-24	852
2021-04-25	757
2021-04-26	1371
2021-04-27	1138
2021-04-28	1215
2021-04-29	1056
2021-04-30	963
2021-05-01	578
2021-05-02	569
2021-05-03	937
2021-05-04	876
2021-05-05	781
2021-05-06	786
2021-05-07	715
2021-05-08	385
2021-05-09	343
2021-05-10	654
2021-05-11	628
2021-05-12	594
2021-05-13	516
2021-05-14	486
2021-05-15	292
2021-05-16	280
2021-05-17	453
2021-05-18	415
2021-05-19	377
2021-05-20	395
2021-05-21	349
2021-05-22	233
2021-05-23	187
2021-05-24	355
2021-05-25	305
2021-05-26	249
2021-05-27	257
2021-05-28	210
2021-05-29	126
2021-05-30	119
2021-05-31	118
2021-06-01	288
2021-06-02	244
2021-06-03	206
2021-06-04	224
2021-06-05	142
2021-06-06	130
2021-06-07	219
2021-06-08	176
2021-06-09	211
2021-06-10	156
2021-06-11	188
2021-06-12	121
2021-06-13	116
2021-06-14	181
2021-06-15	180
2021-06-16	174
2021-06-17	188
2021-06-18	160
2021-06-19	107
2021-06-20	97
2021-06-21	168
2021-06-22	171
2021-06-23	188
2021-06-24	175
2021-06-25	180
2021-06-26	118
2021-06-27	110
2021-06-28	206
2021-06-29	213
2021-06-30	225
2021-07-01	205
2021-07-02	232
2021-07-03	146
2021-07-04	124
2021-07-05	187
2021-07-06	361
2021-07-07	400
2021-07-08	367
2021-07-09	370
2021-07-10	238
2021-07-11	267
2021-07-12	475
2021-07-13	459
2021-07-14	547
2021-07-15	553
2021-07-16	556
2021-07-17	340
2021-07-18	393
2021-07-19	811
2021-07-20	706
2021-07-21	893
2021-07-22	972
2021-07-23	917
2021-07-24	552
2021-07-25	635
2021-07-26	1225
2021-07-27	1199
2021-07-28	1242
2021-07-29	1289
2021-07-30	1280
2021-07-31	850
2021-08-01	830
2021-08-02	1567
2021-08-03	1582
2021-08-04	1607
2021-08-05	1527
2021-08-06	1576
2021-08-07	1150
2021-08-08	1071
2021-08-09	1890
2021-08-10	1665
2021-08-11	1753
2021-08-12	1758
2021-08-13	1600
2021-08-14	1048
2021-08-15	1143
2021-08-16	1928
2021-08-17	1744
2021-08-18	1813
2021-08-19	1690
2021-08-20	1562
2021-08-21	1091
2021-08-22	719
2021-08-23	1951
2021-08-24	1833
2021-08-25	1784
2021-08-26	1643
2021-08-27	1449
2021-08-28	985
2021-08-29	989
2021-08-30	1836
2021-08-31	1622
2021-09-01	1558
2021-09-02	1431
2021-09-03	1421
2021-09-04	905
2021-09-05	951
2021-09-06	947
2021-09-07	1568
2021-09-08	1589
2021-09-09	1713
2021-09-10	1545
2021-09-11	1036
2021-09-12	1213
2021-09-13	1737
2021-09-14	1639
2021-09-15	1610
2021-09-16	1384
2021-09-17	1525
2021-09-18	956
2021-09-19	1057
2021-09-20	1638
2021-09-21	1302
2021-09-22	1415
2021-09-23	1288
2021-09-24	1222
2021-09-25	815
2021-09-26	857
2021-09-27	1391
2021-09-28	1118
2021-09-29	1095
2021-09-30	1139
2021-10-01	1083
2021-10-02	680
2021-10-03	906
2021-10-04	1271
2021-10-05	1269
2021-10-06	1145
2021-10-07	1077
2021-10-08	1011
2021-10-09	612
2021-10-10	688
2021-10-11	933
2021-10-12	1142
2021-10-13	1108
2021-10-14	1023
2021-10-15	884
2021-10-16	487
2021-10-17	589
2021-10-18	868
2021-10-19	796
2021-10-20	800
2021-10-21	808
2021-10-22	694
2021-10-23	450
2021-10-24	443
2021-10-25	897
2021-10-26	597
2021-10-27	758
2021-10-28	738
2021-10-29	642
2021-10-30	399
2021-10-31	448
2021-11-01	780
2021-11-02	805
2021-11-03	825
2021-11-04	908
2021-11-05	769
2021-11-06	505
2021-11-07	544
2021-11-08	1134
2021-11-09	1036
2021-11-10	1047
2021-11-11	874
2021-11-12	1027
2021-11-13	615
2021-11-14	687
2021-11-15	1262
2021-11-16	1271
2021-11-17	1326
2021-11-18	1300
2021-11-19	1186
2021-11-20	826
2021-11-21	842
2021-11-22	1531
2021-11-23	1376
2021-11-24	1419
2021-11-25	534
2021-11-26	1171
2021-11-27	970
2021-11-28	1065
2021-11-29	2340
2021-11-30	2002
2021-12-01	2187
2021-12-02	2100
2021-12-03	1899
2021-12-04	1324
2021-12-05	1406
2021-12-06	2794
2021-12-07	2917
2021-12-08	3139
2021-12-09	3024
2021-12-10	3087
2021-12-11	2160
2021-12-12	2794
2021-12-13	7523
2021-12-14	10858
2021-12-15	13167
2021-12-16	13828
2021-12-17	13526
2021-12-18	9931
2021-12-19	10533
2021-12-20	27902
2021-12-21	30330
2021-12-22	31300
2021-12-23	31748
2021-12-24	17422
2021-12-25	7775
2021-12-26	22873
2021-12-27	51011
2021-12-28	49247
2021-12-29	50165
2021-12-30	47035
2021-12-31	29015
2022-01-01	12011
2022-01-02	32377
2022-01-03	54719
2022-01-04	48821
2022-01-05	39992
2022-01-06	36109
2022-01-07	23036
2022-01-08	16119
2022-01-09	14295
2022-01-10	24160
2022-01-11	17994
2022-01-12	18263
2022-01-13	15733
2022-01-14	13254
2022-01-15	6640
2022-01-16	6729
2022-01-17	9552
2022-01-18	10758
2022-01-19	8877
2022-01-20	6828
2022-01-21	5641
2022-01-22	3518
2022-01-23	3297
2022-01-24	5678
2022-01-25	4745
2022-01-26	4120
2022-01-27	3559
2022-01-28	2709
2022-01-29	502
2022-01-30	1425
2022-01-31	3118
2022-02-01	2230
2022-02-02	2332
2022-02-03	1994
2022-02-04	1529
2022-02-05	936
2022-02-06	866
2022-02-07	1595
